x    y     z      Sx     Sy     Sz      JH      t     phi
 0.000000	 0.000000	 0.000000	 6.070502e-01	 3.674692e-03	 7.946550e-01	-1.0000000	-1.0000000	0.0000000
 0.000000	 1.000000	 0.000000	 1.576322e-01	 1.391724e-03	 9.874969e-01	-1.0000000	-1.0000000	0.0000000
 0.000000	 2.000000	 0.000000	 2.783251e-02	 2.060855e-03	 9.996105e-01	-1.0000000	-1.0000000	0.0000000
 0.000000	 3.000000	 0.000000	 2.828051e-03	 2.129277e-03	 9.999937e-01	-1.0000000	-1.0000000	0.0000000
 0.000000	 4.000000	 0.000000	-6.557237e-03	 1.046849e-03	 9.999780e-01	-1.0000000	-1.0000000	0.0000000
 0.000000	 5.000000	 0.000000	-4.285550e-02	 1.212976e-03	 9.990805e-01	-1.0000000	-1.0000000	0.0000000
 0.000000	 6.000000	 0.000000	-2.400487e-01	 8.415006e-03	 9.707244e-01	-1.0000000	-1.0000000	0.0000000
 0.000000	 7.000000	 0.000000	-8.240189e-01	 7.620876e-02	 5.614135e-01	-1.0000000	-1.0000000	0.0000000
 0.000000	 8.000000	 0.000000	-4.694058e-01	 2.822030e-01	-8.366718e-01	-1.0000000	-1.0000000	0.0000000
 0.000000	 9.000000	 0.000000	 9.254698e-01	 2.436032e-01	-2.901088e-01	-1.0000000	-1.0000000	0.0000000
 0.000000	 10.000000	 0.000000	 1.467996e-01	 1.335200e-02	 9.890761e-01	-1.0000000	-1.0000000	0.0000000
 1.000000	 0.000000	 0.000000	 6.106263e-01	 3.301211e-03	 7.919120e-01	-1.0000000	-1.0000000	0.0000000
 1.000000	 1.000000	 0.000000	 1.589672e-01	 8.716037e-04	 9.872835e-01	-1.0000000	-1.0000000	0.0000000
 1.000000	 2.000000	 0.000000	 2.852332e-02	 1.181923e-03	 9.995924e-01	-1.0000000	-1.0000000	0.0000000
 1.000000	 3.000000	 0.000000	 3.386098e-03	 2.312772e-03	 9.999916e-01	-1.0000000	-1.0000000	0.0000000
 1.000000	 4.000000	 0.000000	-5.925562e-03	 7.718654e-04	 9.999821e-01	-1.0000000	-1.0000000	0.0000000
 1.000000	 5.000000	 0.000000	-2.600607e-02	-2.730257e-03	 9.996581e-01	-1.0000000	-1.0000000	0.0000000
 1.000000	 6.000000	 0.000000	-1.432655e-01	-2.300805e-02	 9.894168e-01	-1.0000000	-1.0000000	0.0000000
 1.000000	 7.000000	 0.000000	-5.448064e-01	-2.348382e-01	 8.050074e-01	-1.0000000	-1.0000000	0.0000000
