 0.000000e+00	 0.000000e+00	 0.000000e+00	-6.820000e-01	 6.820000e-01	 2.660000e-01
 1.500000e+01	 0.000000e+00	 0.000000e+00	-6.030000e-01	 4.820000e-01	 6.360000e-01
 3.000000e+01	 0.000000e+00	 0.000000e+00	-4.280000e-01	 2.570000e-01	 8.670000e-01
 4.500000e+01	 0.000000e+00	 0.000000e+00	-2.230000e-01	 8.900000e-02	 9.710000e-01
 6.000000e+01	 0.000000e+00	 0.000000e+00	-6.100000e-02	 1.200000e-02	 9.980000e-01
 7.500000e+01	 0.000000e+00	 0.000000e+00	 0.000000e+00	 0.000000e+00	 1.000000e+00
 9.000000e+01	 0.000000e+00	 0.000000e+00	-6.100000e-02	-1.200000e-02	 9.980000e-01
 1.050000e+02	 0.000000e+00	 0.000000e+00	-2.230000e-01	-8.900000e-02	 9.710000e-01
 1.200000e+02	 0.000000e+00	 0.000000e+00	-4.280000e-01	-2.570000e-01	 8.670000e-01
 1.350000e+02	 0.000000e+00	 0.000000e+00	-6.030000e-01	-4.820000e-01	 6.360000e-01
 1.500000e+02	 0.000000e+00	 0.000000e+00	-6.820000e-01	-6.820000e-01	 2.660000e-01
 0.000000e+00	 1.500000e+01	 0.000000e+00	-4.820000e-01	 6.030000e-01	 6.360000e-01
 1.500000e+01	 1.500000e+01	 0.000000e+00	-2.840000e-01	 2.840000e-01	 9.160000e-01
 3.000000e+01	 1.500000e+01	 0.000000e+00	 0.000000e+00	-0.000000e+00	 1.000000e+00
 4.500000e+01	 1.500000e+01	 0.000000e+00	 2.910000e-01	-1.460000e-01	 9.460000e-01
 6.000000e+01	 1.500000e+01	 0.000000e+00	 5.080000e-01	-1.270000e-01	 8.520000e-01
 7.500000e+01	 1.500000e+01	 0.000000e+00	 5.880000e-01	 0.000000e+00	 8.090000e-01
 9.000000e+01	 1.500000e+01	 0.000000e+00	 5.080000e-01	 1.270000e-01	 8.520000e-01
 1.050000e+02	 1.500000e+01	 0.000000e+00	 2.910000e-01	 1.460000e-01	 9.460000e-01
 1.200000e+02	 1.500000e+01	 0.000000e+00	 0.000000e+00	 0.000000e+00	 1.000000e+00
 1.350000e+02	 1.500000e+01	 0.000000e+00	-2.840000e-01	-2.840000e-01	 9.160000e-01
 1.500000e+02	 1.500000e+01	 0.000000e+00	-4.820000e-01	-6.030000e-01	 6.360000e-01
 0.000000e+00	 3.000000e+01	 0.000000e+00	-2.570000e-01	 4.280000e-01	 8.670000e-01
 1.500000e+01	 3.000000e+01	 0.000000e+00	 0.000000e+00	-0.000000e+00	 1.000000e+00
 3.000000e+01	 3.000000e+01	 0.000000e+00	 3.240000e-01	-3.240000e-01	 8.890000e-01
 4.500000e+01	 3.000000e+01	 0.000000e+00	 6.390000e-01	-4.260000e-01	 6.400000e-01
 6.000000e+01	 3.000000e+01	 0.000000e+00	 8.680000e-01	-2.890000e-01	 4.040000e-01
 7.500000e+01	 3.000000e+01	 0.000000e+00	 9.510000e-01	 0.000000e+00	 3.090000e-01
 9.000000e+01	 3.000000e+01	 0.000000e+00	 8.680000e-01	 2.890000e-01	 4.040000e-01
 1.050000e+02	 3.000000e+01	 0.000000e+00	 6.390000e-01	 4.260000e-01	 6.400000e-01
 1.200000e+02	 3.000000e+01	 0.000000e+00	 3.240000e-01	 3.240000e-01	 8.890000e-01
 1.350000e+02	 3.000000e+01	 0.000000e+00	 0.000000e+00	 0.000000e+00	 1.000000e+00
 1.500000e+02	 3.000000e+01	 0.000000e+00	-2.570000e-01	-4.280000e-01	 8.670000e-01
 0.000000e+00	 4.500000e+01	 0.000000e+00	-8.900000e-02	 2.230000e-01	 9.710000e-01
 1.500000e+01	 4.500000e+01	 0.000000e+00	 1.460000e-01	-2.910000e-01	 9.460000e-01
 3.000000e+01	 4.500000e+01	 0.000000e+00	 4.260000e-01	-6.390000e-01	 6.400000e-01
 4.500000e+01	 4.500000e+01	 0.000000e+00	 6.920000e-01	-6.920000e-01	 2.050000e-01
 6.000000e+01	 4.500000e+01	 0.000000e+00	 8.820000e-01	-4.410000e-01	-1.650000e-01
 7.500000e+01	 4.500000e+01	 0.000000e+00	 9.510000e-01	 0.000000e+00	-3.090000e-01
 9.000000e+01	 4.500000e+01	 0.000000e+00	 8.820000e-01	 4.410000e-01	-1.650000e-01
 1.050000e+02	 4.500000e+01	 0.000000e+00	 6.920000e-01	 6.920000e-01	 2.050000e-01
 1.200000e+02	 4.500000e+01	 0.000000e+00	 4.260000e-01	 6.390000e-01	 6.400000e-01
 1.350000e+02	 4.500000e+01	 0.000000e+00	 1.460000e-01	 2.910000e-01	 9.460000e-01
 1.500000e+02	 4.500000e+01	 0.000000e+00	-8.900000e-02	-2.230000e-01	 9.710000e-01
 0.000000e+00	 6.000000e+01	 0.000000e+00	-1.200000e-02	 6.100000e-02	 9.980000e-01
 1.500000e+01	 6.000000e+01	 0.000000e+00	 1.270000e-01	-5.080000e-01	 8.520000e-01
 3.000000e+01	 6.000000e+01	 0.000000e+00	 2.890000e-01	-8.680000e-01	 4.040000e-01
 4.500000e+01	 6.000000e+01	 0.000000e+00	 4.410000e-01	-8.820000e-01	-1.650000e-01
 6.000000e+01	 6.000000e+01	 0.000000e+00	 5.490000e-01	-5.490000e-01	-6.310000e-01
 7.500000e+01	 6.000000e+01	 0.000000e+00	 5.880000e-01	 0.000000e+00	-8.090000e-01
 9.000000e+01	 6.000000e+01	 0.000000e+00	 5.490000e-01	 5.490000e-01	-6.310000e-01
 1.050000e+02	 6.000000e+01	 0.000000e+00	 4.410000e-01	 8.820000e-01	-1.650000e-01
 1.200000e+02	 6.000000e+01	 0.000000e+00	 2.890000e-01	 8.680000e-01	 4.040000e-01
 1.350000e+02	 6.000000e+01	 0.000000e+00	 1.270000e-01	 5.080000e-01	 8.520000e-01
 1.500000e+02	 6.000000e+01	 0.000000e+00	-1.200000e-02	-6.100000e-02	 9.980000e-01
 0.000000e+00	 7.500000e+01	 0.000000e+00	-0.000000e+00	-0.000000e+00	 1.000000e+00
 1.500000e+01	 7.500000e+01	 0.000000e+00	-0.000000e+00	-5.880000e-01	 8.090000e-01
 3.000000e+01	 7.500000e+01	 0.000000e+00	-0.000000e+00	-9.510000e-01	 3.090000e-01
 4.500000e+01	 7.500000e+01	 0.000000e+00	-0.000000e+00	-9.510000e-01	-3.090000e-01
 6.000000e+01	 7.500000e+01	 0.000000e+00	-0.000000e+00	-5.880000e-01	-8.090000e-01
 7.500000e+01	 7.500000e+01	 0.000000e+00	 0.000000e+00	 0.000000e+00	-1.000000e+00
 9.000000e+01	 7.500000e+01	 0.000000e+00	 0.000000e+00	 5.880000e-01	-8.090000e-01
 1.050000e+02	 7.500000e+01	 0.000000e+00	 0.000000e+00	 9.510000e-01	-3.090000e-01
 1.200000e+02	 7.500000e+01	 0.000000e+00	 0.000000e+00	 9.510000e-01	 3.090000e-01
 1.350000e+02	 7.500000e+01	 0.000000e+00	 0.000000e+00	 5.880000e-01	 8.090000e-01
 1.500000e+02	 7.500000e+01	 0.000000e+00	 0.000000e+00	 0.000000e+00	 1.000000e+00
 0.000000e+00	 9.000000e+01	 0.000000e+00	 1.200000e-02	 6.100000e-02	 9.980000e-01
