 0.000000e+00	 0.000000e+00	 5.321877e-01	 4.921102e-03	 8.466264e-01
 0.000000e+00	 1.000000e+00	 1.170753e-01	 1.004464e-02	 9.931230e-01
 0.000000e+00	 2.000000e+00	 1.747660e-02	 2.860526e-02	 9.998473e-01
 0.000000e+00	 3.000000e+00	 2.350292e-03	 4.190713e-03	 9.999972e-01
 0.000000e+00	 4.000000e+00	 2.202358e-04	 1.289200e-01	 1.000000e+00
 0.000000e+00	 5.000000e+00	 7.770470e-05	 2.201399e+00	 1.000000e+00
 0.000000e+00	 6.000000e+00	 3.086221e-04	 2.761196e+00	 1.000000e+00
 0.000000e+00	 7.000000e+00	 2.152319e-03	 3.122214e+00	 9.999977e-01
 0.000000e+00	 8.000000e+00	 1.709794e-02	-3.141186e+00	 9.998538e-01
 0.000000e+00	 9.000000e+00	 1.160047e-01	 3.140483e+00	 9.932487e-01
 0.000000e+00	 1.000000e+01	 5.311585e-01	-3.141569e+00	 8.472725e-01
 1.000000e+00	 0.000000e+00	 5.318688e-01	 2.254398e-04	 8.468268e-01
 1.000000e+00	 1.000000e+00	 1.170062e-01	 5.673465e-03	 9.931312e-01
 1.000000e+00	 2.000000e+00	 1.764549e-02	 3.357591e-02	 9.998443e-01
 1.000000e+00	 3.000000e+00	 2.546532e-03	-1.561222e-02	 9.999968e-01
 1.000000e+00	 4.000000e+00	 2.696050e-04	-6.054916e-01	 1.000000e+00
 1.000000e+00	 5.000000e+00	 1.207841e-04	-2.857412e+00	 1.000000e+00
 1.000000e+00	 6.000000e+00	 4.153717e-04	 2.865509e+00	 9.999999e-01
 1.000000e+00	 7.000000e+00	 2.256302e-03	 3.013290e+00	 9.999975e-01
 1.000000e+00	 8.000000e+00	 1.720714e-02	 3.131471e+00	 9.998519e-01
 1.000000e+00	 9.000000e+00	 1.160143e-01	 3.139703e+00	 9.932475e-01
 1.000000e+00	 1.000000e+01	 5.309355e-01	-3.141310e+00	 8.474123e-01
 2.000000e+00	 0.000000e+00	 5.318524e-01	 3.078778e-03	 8.468371e-01
 2.000000e+00	 1.000000e+00	 1.153822e-01	 2.146965e-02	 9.933212e-01
 2.000000e+00	 2.000000e+00	 1.818675e-02	 1.341617e-01	 9.998346e-01
 2.000000e+00	 3.000000e+00	 3.475379e-03	 1.752358e-01	 9.999940e-01
 2.000000e+00	 4.000000e+00	 8.114537e-04	-3.544532e-01	 9.999997e-01
 2.000000e+00	 5.000000e+00	 2.461107e-04	-1.632098e+00	 1.000000e+00
 2.000000e+00	 6.000000e+00	 4.649175e-04	-2.872412e+00	 9.999999e-01
 2.000000e+00	 7.000000e+00	 2.521547e-03	 3.059512e+00	 9.999968e-01
 2.000000e+00	 8.000000e+00	 1.729010e-02	 3.124519e+00	 9.998505e-01
 2.000000e+00	 9.000000e+00	 1.163938e-01	 3.140178e+00	 9.932031e-01
 2.000000e+00	 1.000000e+01	 5.302790e-01	-3.141077e+00	 8.478232e-01
 3.000000e+00	 0.000000e+00	 5.322644e-01	 1.808048e-04	 8.465782e-01
 3.000000e+00	 1.000000e+00	 1.148956e-01	 5.279579e-02	 9.933776e-01
 3.000000e+00	 2.000000e+00	 2.658142e-02	 6.226541e-01	 9.996467e-01
 3.000000e+00	 3.000000e+00	 8.892568e-03	 6.354226e-01	 9.999605e-01
 3.000000e+00	 4.000000e+00	 2.744604e-03	 2.218289e-01	 9.999962e-01
 3.000000e+00	 5.000000e+00	 7.264922e-04	-5.817989e-01	 9.999997e-01
 3.000000e+00	 6.000000e+00	 4.008986e-04	-2.237741e+00	 9.999999e-01
 3.000000e+00	 7.000000e+00	 2.570501e-03	-3.056960e+00	 9.999967e-01
 3.000000e+00	 8.000000e+00	 1.755767e-02	 3.133837e+00	 9.998459e-01
 3.000000e+00	 9.000000e+00	 1.166124e-01	 3.140480e+00	 9.931775e-01
 3.000000e+00	 1.000000e+01	 5.299948e-01	 3.141591e+00	 8.480009e-01
 4.000000e+00	 0.000000e+00	 5.237553e-01	-2.372974e-02	 8.518688e-01
 4.000000e+00	 1.000000e+00	 1.076166e-01	 3.748025e-01	 9.941925e-01
 4.000000e+00	 2.000000e+00	 1.283454e-01	 1.274826e+00	 9.917295e-01
 4.000000e+00	 3.000000e+00	 4.554784e-02	 8.551310e-01	 9.989622e-01
 4.000000e+00	 4.000000e+00	 1.092178e-02	 4.772937e-01	 9.999404e-01
 4.000000e+00	 5.000000e+00	 2.808120e-03	-1.529737e-02	 9.999961e-01
 4.000000e+00	 6.000000e+00	 4.159860e-04	-1.176875e+00	 9.999999e-01
 4.000000e+00	 7.000000e+00	 2.273594e-03	-2.997685e+00	 9.999974e-01
 4.000000e+00	 8.000000e+00	 1.751134e-02	-3.129253e+00	 9.998467e-01
 4.000000e+00	 9.000000e+00	 1.165780e-01	-3.141380e+00	 9.931815e-01
 4.000000e+00	 1.000000e+01	 5.302132e-01	 3.141006e+00	 8.478643e-01
 5.000000e+00	 0.000000e+00	 4.501652e-01	-3.502696e-02	 8.929453e-01
 5.000000e+00	 1.000000e+00	 2.492852e-01	 1.649658e+00	 9.684301e-01
 5.000000e+00	 2.000000e+00	 6.192956e-01	 1.387176e+00	 7.851579e-01
 5.000000e+00	 3.000000e+00	 2.294152e-01	 6.856217e-01	 9.733286e-01
 5.000000e+00	 4.000000e+00	 4.554149e-02	 3.420114e-01	 9.989624e-01
 5.000000e+00	 5.000000e+00	 8.799106e-03	 1.834269e-01	 9.999613e-01
 5.000000e+00	 6.000000e+00	 1.440908e-03	-2.890775e-01	 9.999990e-01
 5.000000e+00	 7.000000e+00	 2.040787e-03	-3.014012e+00	 9.999979e-01
 5.000000e+00	 8.000000e+00	 1.723855e-02	-3.128412e+00	 9.998514e-01
 5.000000e+00	 9.000000e+00	 1.163376e-01	-3.140772e+00	 9.932097e-01
 5.000000e+00	 1.000000e+01	 5.305657e-01	 3.140990e+00	 8.476438e-01
 6.000000e+00	 0.000000e+00	 1.673234e-01	 1.522116e-01	 9.859021e-01
 6.000000e+00	 1.000000e+00	 8.576456e-01	 2.810952e+00	 5.142413e-01
 6.000000e+00	 2.000000e+00	 7.832359e-01	 7.750869e-01	-6.217246e-01
 6.000000e+00	 3.000000e+00	 6.500332e-01	 9.000439e-02	 7.599058e-01
 6.000000e+00	 4.000000e+00	 1.432722e-01	 1.483742e-02	 9.896833e-01
 6.000000e+00	 5.000000e+00	 2.000249e-02	 6.299935e-02	 9.997999e-01
 6.000000e+00	 6.000000e+00	 2.897648e-03	 1.033101e-01	 9.999958e-01
 6.000000e+00	 7.000000e+00	 1.677531e-03	-3.064445e+00	 9.999986e-01
 6.000000e+00	 8.000000e+00	 1.710555e-02	-3.131342e+00	 9.998537e-01
 6.000000e+00	 9.000000e+00	 1.161651e-01	-3.140851e+00	 9.932299e-01
 6.000000e+00	 1.000000e+01	 5.307865e-01	 3.141188e+00	 8.475056e-01
 7.000000e+00	 0.000000e+00	 2.607958e-01	 4.211571e-02	 9.653940e-01
 7.000000e+00	 1.000000e+00	 6.802119e-01	-2.516366e+00	 7.330156e-01
 7.000000e+00	 2.000000e+00	 9.991533e-01	-1.166275e+00	 4.114150e-02
 7.000000e+00	 3.000000e+00	 4.816578e-01	-2.419768e-01	 8.763594e-01
 7.000000e+00	 4.000000e+00	 9.707628e-02	-2.036178e-02	 9.952769e-01
 7.000000e+00	 5.000000e+00	 1.303678e-02	 1.966937e-01	 9.999150e-01
 7.000000e+00	 6.000000e+00	 1.761942e-03	 6.527220e-01	 9.999984e-01
 7.000000e+00	 7.000000e+00	 1.867756e-03	 2.967141e+00	 9.999983e-01
 7.000000e+00	 8.000000e+00	 1.697840e-02	-3.138728e+00	 9.998559e-01
 7.000000e+00	 9.000000e+00	 1.159743e-01	-3.140665e+00	 9.932522e-01
 7.000000e+00	 1.000000e+01	 5.309209e-01	 3.141375e+00	 8.474214e-01
 8.000000e+00	 0.000000e+00	 4.856746e-01	 9.000180e-02	 8.741397e-01
 8.000000e+00	 1.000000e+00	 1.551750e-01	-1.372271e+00	 9.878870e-01
 8.000000e+00	 2.000000e+00	 3.989871e-01	-1.327146e+00	 9.169565e-01
 8.000000e+00	 3.000000e+00	 1.348810e-01	-6.522124e-01	 9.908618e-01
 8.000000e+00	 4.000000e+00	 2.634858e-02	-2.669237e-01	 9.996528e-01
 8.000000e+00	 5.000000e+00	 3.506840e-03	 2.501164e-01	 9.999939e-01
 8.000000e+00	 6.000000e+00	 7.052751e-04	 1.459935e+00	 9.999998e-01
 8.000000e+00	 7.000000e+00	 2.097183e-03	 2.944514e+00	 9.999978e-01
 8.000000e+00	 8.000000e+00	 1.693529e-02	 3.138812e+00	 9.998566e-01
 8.000000e+00	 9.000000e+00	 1.157656e-01	-3.140645e+00	 9.932766e-01
 8.000000e+00	 1.000000e+01	 5.310502e-01	 3.141423e+00	 8.473404e-01
 9.000000e+00	 0.000000e+00	 5.400649e-01	 1.583036e-02	 8.416234e-01
 9.000000e+00	 1.000000e+00	 1.113919e-01	-2.022260e-01	 9.937766e-01
 9.000000e+00	 2.000000e+00	 7.727979e-02	-1.093875e+00	 9.970094e-01
 9.000000e+00	 3.000000e+00	 2.747261e-02	-8.594193e-01	 9.996226e-01
 9.000000e+00	 4.000000e+00	 2.812801e-03	-1.043676e+00	 9.999960e-01
 9.000000e+00	 5.000000e+00	 1.554914e-03	 1.915270e+00	 9.999988e-01
 9.000000e+00	 6.000000e+00	 9.769696e-04	 1.930692e+00	 9.999995e-01
