9.999000e+01	5.000000e+00	5.000000e+00	0.000000e+00
1.999900e+02	5.000000e+00	5.000000e+00	0.000000e+00
2.999900e+02	5.000000e+00	6.000000e+00	0.000000e+00
3.999900e+02	5.000000e+00	6.000000e+00	0.000000e+00
4.999900e+02	5.000000e+00	6.000000e+00	0.000000e+00
5.999900e+02	5.000000e+00	6.000000e+00	0.000000e+00
6.999900e+02	5.000000e+00	6.000000e+00	0.000000e+00
7.999900e+02	5.000000e+00	6.000000e+00	0.000000e+00
8.999900e+02	5.000000e+00	6.000000e+00	0.000000e+00
9.999900e+02	5.000000e+00	7.000000e+00	0.000000e+00
1.099990e+03	5.000000e+00	7.000000e+00	0.000000e+00
1.199990e+03	5.000000e+00	7.000000e+00	0.000000e+00
1.299990e+03	6.000000e+00	7.000000e+00	0.000000e+00
1.399990e+03	6.000000e+00	7.000000e+00	0.000000e+00
1.499990e+03	6.000000e+00	7.000000e+00	0.000000e+00
1.599990e+03	6.000000e+00	7.000000e+00	0.000000e+00
1.699990e+03	6.000000e+00	7.000000e+00	0.000000e+00
1.799990e+03	6.000000e+00	7.000000e+00	0.000000e+00
1.899990e+03	7.000000e+00	8.000000e+00	0.000000e+00
1.999990e+03	7.000000e+00	8.000000e+00	0.000000e+00
2.099990e+03	7.000000e+00	8.000000e+00	0.000000e+00
2.199990e+03	8.000000e+00	8.000000e+00	0.000000e+00
2.299990e+03	8.000000e+00	8.000000e+00	0.000000e+00
2.399990e+03	9.000000e+00	8.000000e+00	0.000000e+00
2.499990e+03	9.000000e+00	8.000000e+00	0.000000e+00
2.599990e+03	1.000000e+01	8.000000e+00	0.000000e+00
2.699990e+03	1.000000e+01	8.000000e+00	0.000000e+00
2.799990e+03	1.100000e+01	8.000000e+00	0.000000e+00
2.899990e+03	1.100000e+01	8.000000e+00	0.000000e+00
2.999990e+03	1.200000e+01	8.000000e+00	0.000000e+00
3.099990e+03	1.200000e+01	8.000000e+00	0.000000e+00
3.199990e+03	1.300000e+01	8.000000e+00	0.000000e+00
3.299990e+03	1.300000e+01	8.000000e+00	0.000000e+00
3.399990e+03	1.400000e+01	9.000000e+00	0.000000e+00
3.499990e+03	1.500000e+01	9.000000e+00	0.000000e+00
3.599990e+03	1.500000e+01	9.000000e+00	0.000000e+00
3.699990e+03	1.600000e+01	9.000000e+00	0.000000e+00
3.799990e+03	1.600000e+01	9.000000e+00	0.000000e+00
3.899990e+03	1.700000e+01	9.000000e+00	0.000000e+00
3.999990e+03	1.700000e+01	8.000000e+00	0.000000e+00
4.099990e+03	1.800000e+01	9.000000e+00	0.000000e+00
4.199990e+03	1.800000e+01	8.000000e+00	0.000000e+00
4.299990e+03	1.900000e+01	9.000000e+00	0.000000e+00
4.399990e+03	2.000000e+01	9.000000e+00	0.000000e+00
4.499990e+03	2.000000e+01	9.000000e+00	0.000000e+00
4.599990e+03	2.000000e+01	8.000000e+00	0.000000e+00
4.699990e+03	0.000000e+00	8.000000e+00	0.000000e+00
4.799990e+03	1.000000e+00	8.000000e+00	0.000000e+00
4.899990e+03	1.000000e+00	8.000000e+00	0.000000e+00
4.999990e+03	2.000000e+00	9.000000e+00	0.000000e+00
