 0.000000e+00	 0.000000e+00	 1.647779e-03	-1.964431e+00	-3.952865e-04	-9.517858e-04	 2.469090e-04	 4.207283e-06
 0.000000e+00	 1.000000e+00	 2.569827e-03	 2.363432e+00	-1.144729e-03	 1.128279e-03	 1.312342e-04	 6.402217e-06
 0.000000e+00	 2.000000e+00	 1.339927e-02	 1.635220e+00	-5.395364e-04	 8.363201e-03	-7.494020e-05	 3.327224e-05
 0.000000e+00	 3.000000e+00	 2.131667e-02	 1.429947e+00	 1.871680e-03	 1.320051e-02	-1.596116e-04	 5.293393e-05
 0.000000e+00	 4.000000e+00	 7.684905e-03	 1.085656e+00	 2.241444e-03	 4.251904e-03	-2.046467e-05	 1.908210e-05
 0.000000e+00	 5.000000e+00	 1.729653e-03	 7.132273e-01	 8.181260e-04	 7.078065e-04	-1.092288e-06	 4.294798e-06
 0.000000e+00	 6.000000e+00	 3.343690e-04	 2.391062e-01	 2.031817e-04	 4.952952e-05	 1.609589e-08	 8.302514e-07
 0.000000e+00	 7.000000e+00	 1.280065e-04	-1.547746e-01	 7.910479e-05	-1.234212e-05	 1.746772e-07	 3.178460e-07
 0.000000e+00	 8.000000e+00	 7.296962e-05	 6.278479e-02	 4.554901e-05	 2.863549e-06	 7.834622e-07	 1.812131e-07
 0.000000e+00	 9.000000e+00	 4.740501e-05	 9.435366e-01	 1.740214e-05	 2.400540e-05	 2.034092e-06	 1.179852e-07
 0.000000e+00	 1.000000e+01	 7.908802e-05	 1.414178e+00	 7.715612e-06	 4.886025e-05	 4.832345e-06	 1.973135e-07
 1.000000e+00	 0.000000e+00	 8.577558e-03	-2.655017e+00	-4.742195e-03	-2.508612e-03	 2.923226e-03	 2.425496e-05
 1.000000e+00	 1.000000e+00	 1.926663e-02	 2.383725e+00	-8.752199e-03	 8.283097e-03	 8.302292e-04	 4.795322e-05
 1.000000e+00	 2.000000e+00	 9.741682e-02	 1.669445e+00	-6.000837e-03	 6.063324e-02	-4.870101e-03	 2.426613e-04
 1.000000e+00	 3.000000e+00	 1.538538e-01	 1.427914e+00	 1.370259e-02	 9.524743e-02	-8.739920e-03	 3.835975e-04
 1.000000e+00	 4.000000e+00	 5.234123e-02	 9.879498e-01	 1.801847e-02	 2.733200e-02	-9.128931e-04	 1.300159e-04
 1.000000e+00	 5.000000e+00	 1.057279e-02	 6.224572e-01	 5.372531e-03	 3.855462e-03	-3.854155e-05	 2.625311e-05
 1.000000e+00	 6.000000e+00	 1.661683e-03	 2.714706e-01	 1.001240e-03	 2.786870e-04	-7.953931e-07	 4.126025e-06
 1.000000e+00	 7.000000e+00	 2.435256e-04	-4.120167e-01	 1.395671e-04	-6.099513e-05	 2.933454e-07	 6.046849e-07
 1.000000e+00	 8.000000e+00	 6.406175e-05	-7.598670e-01	 2.904603e-05	-2.759950e-05	 4.991766e-07	 1.590802e-07
 1.000000e+00	 9.000000e+00	 3.162579e-05	 9.630958e-01	 1.129423e-05	 1.623897e-05	 1.320119e-06	 7.870278e-08
 1.000000e+00	 1.000000e+01	 7.289569e-05	 1.463401e+00	 4.887017e-06	 4.533002e-05	 3.060830e-06	 1.814103e-07
 2.000000e+00	 0.000000e+00	 3.216412e-02	 3.023588e+00	-1.997718e-02	 2.368400e-03	 1.143742e-02	 9.187021e-05
 2.000000e+00	 1.000000e+00	 1.082710e-01	 2.600918e+00	-5.805903e-02	 3.485555e-02	-8.793548e-04	 2.688639e-04
 2.000000e+00	 2.000000e+00	 3.835999e-01	 1.920945e+00	-8.230254e-02	 2.253649e-01	-1.168103e-01	 1.059385e-03
 2.000000e+00	 3.000000e+00	 5.798990e-01	 1.344833e+00	 8.126107e-02	 3.534782e-01	-1.938756e-01	 1.632716e-03
 2.000000e+00	 4.000000e+00	 2.568223e-01	 6.728473e-01	 1.256206e-01	 1.001069e-01	-2.477375e-02	 6.452396e-04
 2.000000e+00	 5.000000e+00	 5.151736e-02	 3.459479e-01	 3.031261e-02	 1.092597e-02	-9.388994e-04	 1.279740e-04
 2.000000e+00	 6.000000e+00	 7.471752e-03	 1.616468e-01	 4.612294e-03	 7.521249e-04	-2.000193e-05	 1.855283e-05
 2.000000e+00	 7.000000e+00	 8.266033e-04	-9.310573e-02	 5.147608e-04	-4.806615e-05	 8.256301e-07	 2.052491e-06
 2.000000e+00	 8.000000e+00	 5.737819e-05	-6.887329e-01	 2.770683e-05	-2.280848e-05	 4.744415e-07	 1.424848e-07
 2.000000e+00	 9.000000e+00	 3.104136e-05	 1.595105e+00	-4.719059e-07	 1.940912e-05	-5.513702e-08	 7.707724e-08
 2.000000e+00	 1.000000e+01	 7.173256e-05	 1.564702e+00	 2.734027e-07	 4.486438e-05	 1.713779e-07	 1.781161e-07
 3.000000e+00	 0.000000e+00	 6.205564e-02	 2.843948e+00	-3.710617e-02	 1.138260e-02	 1.535731e-02	 1.657101e-04
 3.000000e+00	 1.000000e+00	 2.520128e-01	-2.772610e+00	-1.470129e-01	-5.684895e-02	-4.956035e-02	 6.559612e-04
 3.000000e+00	 2.000000e+00	 9.301920e-01	-2.482705e+00	-4.600057e-01	-3.561937e-01	-5.726723e-01	 3.240921e-03
 3.000000e+00	 3.000000e+00	 4.760467e-01	-9.221971e-01	 1.798584e-01	-2.372813e-01	-9.546458e-01	 3.969997e-03
 3.000000e+00	 4.000000e+00	 5.486924e-01	-1.432709e-01	 3.396642e-01	-4.899970e-02	-1.895955e-01	 1.556518e-03
 3.000000e+00	 5.000000e+00	 1.434542e-01	-9.967854e-02	 8.927822e-02	-8.928713e-03	-9.373602e-03	 3.581410e-04
 3.000000e+00	 6.000000e+00	 2.004810e-02	-1.000167e-01	 1.247644e-02	-1.252030e-03	-1.787305e-04	 4.978528e-05
 3.000000e+00	 7.000000e+00	 2.062365e-03	-1.491118e-01	 1.275595e-03	-1.916287e-04	 5.610940e-07	 5.120935e-06
 3.000000e+00	 8.000000e+00	 1.306298e-04	-1.176064e-01	 8.113821e-05	-9.586615e-06	 1.378149e-06	 3.244052e-07
 3.000000e+00	 9.000000e+00	 4.515319e-05	 1.585795e+00	-4.235681e-07	 2.823794e-05	-4.945266e-08	 1.121173e-07
 3.000000e+00	 1.000000e+01	 7.625083e-05	 1.595382e+00	-1.172390e-06	 4.767676e-05	-7.341321e-07	 1.893563e-07
 4.000000e+00	 0.000000e+00	 9.153999e-02	 7.636933e-02	 5.708691e-02	 4.368185e-03	-2.073020e-02	 2.417379e-04
 4.000000e+00	 1.000000e+00	 2.758121e-01	-3.736476e-01	 1.606044e-01	-6.296744e-02	 8.224128e-02	 7.586986e-04
 4.000000e+00	 2.000000e+00	 7.578989e-01	-1.570354e+00	 2.098595e-04	-4.740287e-01	 4.918090e-01	 2.711771e-03
 4.000000e+00	 3.000000e+00	 1.000000e+00	-1.988101e+00	-2.534938e-01	-5.717780e-01	 1.608167e-01	 2.563805e-03
 4.000000e+00	 4.000000e+00	 1.792115e-01	-1.457783e+00	 1.264052e-02	-1.113730e-01	-2.132552e-02	 4.529715e-04
 4.000000e+00	 5.000000e+00	 2.971153e-02	-5.860105e-01	 1.548259e-02	-1.027723e-02	-2.228288e-03	 7.430339e-05
 4.000000e+00	 6.000000e+00	 5.073422e-03	-2.380774e-01	 3.083673e-03	-7.483456e-04	-5.786704e-05	 1.259960e-05
 4.000000e+00	 7.000000e+00	 4.769159e-04	-1.784287e-01	 2.935520e-04	-5.294112e-05	-4.786723e-09	 1.184201e-06
 4.000000e+00	 8.000000e+00	 4.909483e-05	 2.110213e+00	-1.577191e-05	 2.634637e-05	-2.667735e-07	 1.219090e-07
 4.000000e+00	 9.000000e+00	 5.857343e-05	 1.850279e+00	-1.010601e-05	 3.521333e-05	-1.180850e-06	 1.455157e-07
 4.000000e+00	 1.000000e+01	 7.417171e-05	 1.631488e+00	-2.813794e-06	 4.630537e-05	-1.762294e-06	 1.843041e-07
 5.000000e+00	 0.000000e+00	 5.616829e-02	-1.185357e-01	 3.488401e-02	-4.154476e-03	-1.854647e-02	 1.577106e-04
 5.000000e+00	 1.000000e+00	 1.760835e-01	 3.613344e-01	 1.030200e-01	 3.893403e-02	 7.928348e-03	 4.383537e-04
 5.000000e+00	 2.000000e+00	 4.060611e-01	 1.183544e+00	 9.591129e-02	 2.351648e-01	 2.090993e-01	 1.306027e-03
 5.000000e+00	 3.000000e+00	 2.898078e-01	 2.106934e+00	-9.259139e-02	 1.558276e-01	 1.600940e-01	 9.600952e-04
 5.000000e+00	 4.000000e+00	 1.091143e-01	 3.027546e+00	-6.780234e-02	 7.766337e-03	 1.407071e-02	 2.766339e-04
 5.000000e+00	 5.000000e+00	 1.546765e-02	 3.079424e+00	-9.655570e-03	 6.010478e-04	 4.212181e-04	 3.844317e-05
 5.000000e+00	 6.000000e+00	 1.898676e-03	 2.958308e+00	-1.167639e-03	 2.164396e-04	 7.952782e-06	 4.714594e-06
 5.000000e+00	 7.000000e+00	 4.053928e-04	 2.930477e+00	-2.479239e-04	 5.313245e-05	-3.101856e-07	 1.006607e-06
 5.000000e+00	 8.000000e+00	 1.309287e-04	 2.626412e+00	-7.126056e-05	 4.034634e-05	-1.216131e-06	 3.251371e-07
 5.000000e+00	 9.000000e+00	 5.908332e-05	 1.906949e+00	-1.218948e-05	 3.488545e-05	-1.424544e-06	 1.468152e-07
 5.000000e+00	 1.000000e+01	 6.645919e-05	 1.577574e+00	-2.817081e-07	 4.156603e-05	-1.765736e-07	 1.650223e-07
 6.000000e+00	 0.000000e+00	 1.663491e-02	-8.295171e-01	 7.025332e-03	-7.674285e-03	-4.180656e-03	 4.451496e-05
 6.000000e+00	 1.000000e+00	 3.318464e-02	 5.864062e-01	 1.728787e-02	 1.148543e-02	-1.410612e-03	 8.258887e-05
 6.000000e+00	 2.000000e+00	 1.369869e-01	 1.354948e+00	 1.835031e-02	 8.369042e-02	 1.180024e-02	 3.433547e-04
