-0.001407	-1.000007
-0.001395	-0.483230
-0.001382	-0.193243
-0.001369	-0.075863
-0.001356	-0.026930
-0.001343	-0.002561
-0.001331	0.007658
-0.001318	0.009555
-0.001305	0.006560
-0.001292	0.000069
-0.001292 	0.000002
-0.001005 	0.000002
-0.000718 	0.000002
-0.000431 	0.000002
-0.000144 	0.000002
0.000144 	0.000002
0.000431 	0.000002
0.000718 	0.000002
0.001005 	0.000002
0.001292 	0.000002
0.001292	0.000002
0.001305	0.006560
0.001318	0.009555
0.001331	0.007658
0.001343	-0.002561
0.001356	-0.026930
0.001369	-0.075863
0.001382	-0.193243
0.001395	-0.483230
0.001407	-0.998545
0.001702	-1.000007
0.001712	-0.721494
0.001722	-0.422306
0.001732	-0.275530
0.001742	-0.191719
0.001752	-0.132984
0.001762	-0.088893
0.001772	-0.052320
0.001783	-0.024859
0.001793	-0.000207
0.002419	-0.000005
0.002437	-0.401800
0.002456	-0.401766
0.002474	-0.400541
0.002493	-0.398842
0.002511	-0.397938
0.002530	-0.405435
0.002548	-0.451968
0.002567	-0.644436
0.002585	-1.983123
0.002441	-2.008191
0.002470	-1.652332
0.002499	-1.660316
0.002528	-1.680711
0.002556	-1.695955
0.002585	-1.683461
0.002614	0.004473
0.002643	0.509798
0.002672	0.839189
0.002700	0.998475
0.002829	1.000015
0.002839	0.859530
0.002849	0.526673
0.002859	0.351551
0.002869	0.246303
0.002879	0.185518
0.002889	0.306737
0.002899	1.002406
0.002909	0.999228
0.002919	1.000173
0.002881	1.000188
0.002900	1.096139
0.002919	0.098883
0.002938	0.008570
0.002957	-0.016178
0.002976	-0.021984
0.002995	-0.018295
0.003015	-0.011216
0.003034	-0.004196
0.003053	-0.000004
0.003310	0.000002
0.003333	-0.013445
0.003356	-0.021429
0.003379	-0.023863
0.003402	-0.020568
0.003426	-0.007868
0.003449	0.030614
0.003472	0.197274
0.003495	0.507872
0.003518	0.999900
0.003516	0.999947
0.003524	0.887833
0.003531	0.686602
0.003538	0.418134
0.003545	0.069681
0.003552	0.014123
0.003559	0.007672
0.003566	0.004761
0.003574	0.002635
0.003581	0.000011
0.003581 	0.000001
0.003720 	0.000001
0.003859 	0.000001
0.003999 	0.000001
0.004138 	0.000001
0.004277 	0.000001
0.004416 	0.000001
0.004556 	0.000001
0.004695 	0.000001
0.004834 	0.000001
0.004834	0.000001
0.004871	0.036363
0.004908	0.070559
0.004945	0.102224
0.004982	0.131004
0.005018	0.154782
0.005055	0.164075
0.005092	0.208321
0.005129	0.437306
0.005166	1.001169
