
   0.000	   0.000	   0.000	   0.000	  -0.000	   1.000	  -0.040	  -1.000	   0.000
  15.000	   0.000	   0.000	   0.000	  -0.000	   1.000	  -0.040	  -1.000	   0.000
  30.000	   0.000	   0.000	   0.000	  -0.000	   1.000	  -0.040	  -1.000	   0.000
  45.000	   0.000	   0.000	   0.000	  -0.000	   1.000	  -0.040	  -1.000	   0.000
  60.000	   0.000	   0.000	   0.000	  -0.000	   1.000	  -0.040	  -1.000	   0.000
  75.000	   0.000	   0.000	   0.000	  -0.000	   1.000	  -0.040	  -1.000	   0.000
  90.000	   0.000	   0.000	   0.000	   0.000	   1.000	  -0.040	  -1.000	   0.000
 105.000	   0.000	   0.000	   0.000	   0.000	   1.000	  -0.040	  -1.000	   0.000
 120.000	   0.000	   0.000	   0.000	   0.000	   1.000	  -0.040	  -1.000	   0.000
 135.000	   0.000	   0.000	   0.000	   0.000	   1.000	  -0.040	  -1.000	   0.000
 150.000	   0.000	   0.000	   0.000	   0.000	   1.000	  -0.040	  -1.000	   0.000
 165.000	   0.000	   0.000	   0.000	   0.000	   1.000	  -0.040	  -1.000	   0.000
 180.000	   0.000	   0.000	   0.000	   0.000	   1.000	  -0.040	  -1.000	   0.000
   0.000	  15.000	   0.000	   0.000	  -0.000	   1.000	  -0.040	  -1.000	   0.000
  15.000	  15.000	   0.000	   0.000	  -0.000	   1.000	  -0.040	  -1.000	   0.000
  30.000	  15.000	   0.000	   0.000	  -0.000	   1.000	  -0.040	  -1.000	   0.000
  45.000	  15.000	   0.000	   0.000	  -0.000	   1.000	  -0.040	  -1.000	   0.000
  60.000	  15.000	   0.000	   0.000	  -0.000	   1.000	  -0.040	  -1.000	   0.000
  75.000	  15.000	   0.000	   0.000	  -0.000	   1.000	  -0.040	  -1.000	   0.000
  90.000	  15.000	   0.000	   0.000	   0.000	   1.000	  -0.040	  -1.000	   0.000
 105.000	  15.000	   0.000	   0.000	   0.000	   1.000	  -0.040	  -1.000	   0.000
 120.000	  15.000	   0.000	   0.000	   0.000	   1.000	  -0.040	  -1.000	   0.000
 135.000	  15.000	   0.000	   0.000	   0.000	   1.000	  -0.040	  -1.000	   0.000
 150.000	  15.000	   0.000	   0.000	   0.000	   1.000	  -0.040	  -1.000	   0.000
 165.000	  15.000	   0.000	   0.000	   0.000	   1.000	  -0.040	  -1.000	   0.000
 180.000	  15.000	   0.000	   0.000	   0.000	   1.000	  -0.040	  -1.000	   0.000
   0.000	  30.000	   0.000	   0.000	  -0.000	   1.000	  -0.040	  -1.000	   0.000
  15.000	  30.000	   0.000	   0.000	  -0.000	   1.000	  -0.040	  -1.000	   0.000
  30.000	  30.000	   0.000	   0.000	  -0.000	   1.000	  -0.040	  -1.000	   0.000
